,Brood Year,Nwr Population Name,Number Of Spawners,Start Year,End Year,Effective Catch,Fracwild
23830,1983,Chinook Salmon (Puget Sound ESU) - Skokomish River,1155.0,,,8056.0,0.44
23831,1984,Chinook Salmon (Puget Sound ESU) - Skokomish River,1636.0,,,6007.0,0.44
23832,1984,Chinook Salmon (Puget Sound ESU) - Skokomish River,1636.0,,,6007.0,0.44
23833,1985,Chinook Salmon (Puget Sound ESU) - Skokomish River,3184.0,,,8261.0,0.44
23834,1985,Chinook Salmon (Puget Sound ESU) - Skokomish River,3184.0,,,8261.0,0.44
23835,1986,Chinook Salmon (Puget Sound ESU) - Skokomish River,2975.0,,,8404.0,0.44
23836,1986,Chinook Salmon (Puget Sound ESU) - Skokomish River,2975.0,,,8404.0,0.44
23837,1987,Chinook Salmon (Puget Sound ESU) - Skokomish River,2410.0,,,5172.0,0.44
23838,1987,Chinook Salmon (Puget Sound ESU) - Skokomish River,2410.0,,,5172.0,0.44
23839,1988,Chinook Salmon (Puget Sound ESU) - Skokomish River,2687.0,,,14503.0,0.81
23840,1988,Chinook Salmon (Puget Sound ESU) - Skokomish River,2687.0,,,14503.0,0.81
23841,1989,Chinook Salmon (Puget Sound ESU) - Skokomish River,1384.0,,,8650.0,0.48
23842,1989,Chinook Salmon (Puget Sound ESU) - Skokomish River,1384.0,,,8650.0,0.48
23843,1990,Chinook Salmon (Puget Sound ESU) - Skokomish River,726.0,,,3435.0,0.44
23844,1990,Chinook Salmon (Puget Sound ESU) - Skokomish River,726.0,,,3435.0,0.44
23845,1991,Chinook Salmon (Puget Sound ESU) - Skokomish River,1892.0,,,6918.0,0.44
23846,1991,Chinook Salmon (Puget Sound ESU) - Skokomish River,1892.0,,,6918.0,0.44
23847,1992,Chinook Salmon (Puget Sound ESU) - Skokomish River,905.0,,,4177.0,0.44
23848,1992,Chinook Salmon (Puget Sound ESU) - Skokomish River,905.0,,,4177.0,0.44
23849,1993,Chinook Salmon (Puget Sound ESU) - Skokomish River,1096.0,,,6385.0,0.74
23850,1993,Chinook Salmon (Puget Sound ESU) - Skokomish River,1096.0,,,6385.0,0.74
23851,1994,Chinook Salmon (Puget Sound ESU) - Skokomish River,733.0,,,524.0,0.55
23852,1994,Chinook Salmon (Puget Sound ESU) - Skokomish River,733.0,,,524.0,0.55
23853,1995,Chinook Salmon (Puget Sound ESU) - Skokomish River,1486.0,,,524.0,0.44
23854,1995,Chinook Salmon (Puget Sound ESU) - Skokomish River,1486.0,,,524.0,0.44
23855,1996,Chinook Salmon (Puget Sound ESU) - Skokomish River,1037.0,,,378.0,0.44
23856,1996,Chinook Salmon (Puget Sound ESU) - Skokomish River,1037.0,,,378.0,0.44
23857,1997,Chinook Salmon (Puget Sound ESU) - Skokomish River,549.0,,,170.0,0.44
23858,1997,Chinook Salmon (Puget Sound ESU) - Skokomish River,549.0,,,170.0,0.44
23859,1998,Chinook Salmon (Puget Sound ESU) - Skokomish River,1936.0,,,159.0,0.46
23860,1998,Chinook Salmon (Puget Sound ESU) - Skokomish River,1936.0,,,159.0,0.46
23861,1999,Chinook Salmon (Puget Sound ESU) - Skokomish River,1740.0,,,161.0,0.23
23862,1999,Chinook Salmon (Puget Sound ESU) - Skokomish River,1740.0,,,161.0,0.23
23863,2000,Chinook Salmon (Puget Sound ESU) - Skokomish River,1094.0,,,555.0,0.23
23864,2000,Chinook Salmon (Puget Sound ESU) - Skokomish River,1094.0,,,555.0,0.23
23865,2001,Chinook Salmon (Puget Sound ESU) - Skokomish River,1941.0,,,125.0,0.05
23866,2001,Chinook Salmon (Puget Sound ESU) - Skokomish River,1941.0,,,125.0,0.05
23867,2002,Chinook Salmon (Puget Sound ESU) - Skokomish River,1500.0,,,2840.0,0.93
23868,2002,Chinook Salmon (Puget Sound ESU) - Skokomish River,1500.0,,,2840.0,0.93
23869,2003,Chinook Salmon (Puget Sound ESU) - Skokomish River,1125.0,,,1077.0,0.76
23870,2004,Chinook Salmon (Puget Sound ESU) - Skokomish River,2441.0,,,439.0,0.31
23871,2005,Chinook Salmon (Puget Sound ESU) - Skokomish River,2049.0,,,225.0,0.21
23872,2006,Chinook Salmon (Puget Sound ESU) - Skokomish River,1400.0,,,417.0,0.41
23873,2007,Chinook Salmon (Puget Sound ESU) - Skokomish River,641.0,,,563.0,0.79
23874,2008,Chinook Salmon (Puget Sound ESU) - Skokomish River,1351.0,,,378.0,0.45
23875,2009,Chinook Salmon (Puget Sound ESU) - Skokomish River,1126.0,,,293.0,0.38
23876,2010,Chinook Salmon (Puget Sound ESU) - Skokomish River,1395.0,,,218.0,0.3
23877,2011,Chinook Salmon (Puget Sound ESU) - Skokomish River,1509.0,,,,0.12
23878,2011,Chinook Salmon (Puget Sound ESU) - Skokomish River,1509.0,,,,0.12
23879,1968,Chinook Salmon (Puget Sound ESU) - Skokomish River late run,2451.0,1968.0,2010.0,-99.0,0.44
23880,1969,Chinook Salmon (Puget Sound ESU) - Skokomish River late run,2094.0,1968.0,2010.0,-99.0,0.44
23881,1970,Chinook Salmon (Puget Sound ESU) - Skokomish River late run,2102.0,1968.0,2010.0,5863.0,0.44
23882,1971,Chinook Salmon (Puget Sound ESU) - Skokomish River late run,3082.0,1968.0,2010.0,13530.0,0.44
23883,1972,Chinook Salmon (Puget Sound ESU) - Skokomish River late run,1070.0,1968.0,2010.0,2874.0,0.44
23884,1973,Chinook Salmon (Puget Sound ESU) - Skokomish River late run,1858.0,1968.0,2010.0,8334.0,0.44
23885,1974,Chinook Salmon (Puget Sound ESU) - Skokomish River late run,695.0,1968.0,2010.0,1410.0,0.44
23886,1975,Chinook Salmon (Puget Sound ESU) - Skokomish River late run,1948.0,1968.0,2010.0,6744.0,0.44
23887,1976,Chinook Salmon (Puget Sound ESU) - Skokomish River late run,1162.0,1968.0,2010.0,4402.0,0.44
23888,1977,Chinook Salmon (Puget Sound ESU) - Skokomish River late run,1583.0,1968.0,2010.0,7568.0,0.44
23889,1978,Chinook Salmon (Puget Sound ESU) - Skokomish River late run,189.0,1968.0,2010.0,1199.0,0.44
23890,1979,Chinook Salmon (Puget Sound ESU) - Skokomish River late run,1254.0,1968.0,2010.0,11789.0,0.44
23891,1980,Chinook Salmon (Puget Sound ESU) - Skokomish River late run,482.0,1968.0,2010.0,3829.0,0.44
23892,1981,Chinook Salmon (Puget Sound ESU) - Skokomish River late run,338.0,1968.0,2010.0,1240.0,0.44
23893,1982,Chinook Salmon (Puget Sound ESU) - Skokomish River late run,309.0,1968.0,2010.0,799.0,0.44
23894,1983,Chinook Salmon (Puget Sound ESU) - Skokomish River late run,1155.0,1968.0,2010.0,8056.0,0.44
23895,1984,Chinook Salmon (Puget Sound ESU) - Skokomish River late run,1636.0,1968.0,2010.0,6007.0,0.44
23896,1985,Chinook Salmon (Puget Sound ESU) - Skokomish River late run,3184.0,1968.0,2010.0,8261.0,0.44
23897,1986,Chinook Salmon (Puget Sound ESU) - Skokomish River late run,2975.0,1968.0,2010.0,8404.0,0.44
23898,1987,Chinook Salmon (Puget Sound ESU) - Skokomish River late run,2410.0,1968.0,2010.0,5172.0,0.44
23899,1988,Chinook Salmon (Puget Sound ESU) - Skokomish River late run,2687.0,1968.0,2010.0,14503.0,0.81
23900,1989,Chinook Salmon (Puget Sound ESU) - Skokomish River late run,1384.0,1968.0,2010.0,8650.0,0.48
23901,1990,Chinook Salmon (Puget Sound ESU) - Skokomish River late run,726.0,1968.0,2010.0,3435.0,0.44
23902,1991,Chinook Salmon (Puget Sound ESU) - Skokomish River late run,1892.0,1968.0,2010.0,6918.0,0.44
23903,1992,Chinook Salmon (Puget Sound ESU) - Skokomish River late run,905.0,1968.0,2010.0,4177.0,0.44
23904,1993,Chinook Salmon (Puget Sound ESU) - Skokomish River late run,1096.0,1968.0,2010.0,6385.0,0.74
23905,1994,Chinook Salmon (Puget Sound ESU) - Skokomish River late run,733.0,1968.0,2010.0,524.0,0.55
23906,1995,Chinook Salmon (Puget Sound ESU) - Skokomish River late run,1486.0,1968.0,2010.0,524.0,0.44
23907,1996,Chinook Salmon (Puget Sound ESU) - Skokomish River late run,1037.0,1968.0,2010.0,378.0,0.44
23908,1997,Chinook Salmon (Puget Sound ESU) - Skokomish River late run,549.0,1968.0,2010.0,170.0,0.44
23909,1998,Chinook Salmon (Puget Sound ESU) - Skokomish River late run,1936.0,1968.0,2010.0,159.0,0.46
23910,1999,Chinook Salmon (Puget Sound ESU) - Skokomish River late run,1740.0,1968.0,2010.0,161.0,0.23
23911,2000,Chinook Salmon (Puget Sound ESU) - Skokomish River late run,1094.0,1968.0,2010.0,555.0,0.23
23912,2001,Chinook Salmon (Puget Sound ESU) - Skokomish River late run,1941.0,1968.0,2010.0,125.0,0.05
23913,2002,Chinook Salmon (Puget Sound ESU) - Skokomish River late run,1500.0,1968.0,2010.0,2840.0,0.93
23914,2003,Chinook Salmon (Puget Sound ESU) - Skokomish River late run,1125.0,1968.0,2010.0,1077.0,0.76
23915,2004,Chinook Salmon (Puget Sound ESU) - Skokomish River late run,2441.0,1968.0,2010.0,439.0,0.31
23916,2005,Chinook Salmon (Puget Sound ESU) - Skokomish River late run,2049.0,1968.0,2010.0,225.0,0.21
23917,2006,Chinook Salmon (Puget Sound ESU) - Skokomish River late run,1400.0,1968.0,2010.0,417.0,0.41
23918,2007,Chinook Salmon (Puget Sound ESU) - Skokomish River late run,641.0,1968.0,2010.0,563.0,0.79
23919,2008,Chinook Salmon (Puget Sound ESU) - Skokomish River late run,1351.0,1968.0,2010.0,378.0,0.45
23920,2009,Chinook Salmon (Puget Sound ESU) - Skokomish River late run,1126.0,1968.0,2010.0,293.0,0.38
23921,2010,Chinook Salmon (Puget Sound ESU) - Skokomish River late run,1395.0,1968.0,2010.0,218.0,0.3
23922,1984,Chinook Salmon (Puget Sound ESU) - Lower/North Fork/Middle Fork Nooksack,46.0,,,-99.0,0.94
23923,1984,Chinook Salmon (Puget Sound ESU) - Lower/North Fork/Middle Fork Nooksack,46.0,,,-99.0,0.94
23924,1985,Chinook Salmon (Puget Sound ESU) - Lower/North Fork/Middle Fork Nooksack,256.0,,,-99.0,0.88
23925,1985,Chinook Salmon (Puget Sound ESU) - Lower/North Fork/Middle Fork Nooksack,256.0,,,-99.0,0.88
23926,1986,Chinook Salmon (Puget Sound ESU) - Lower/North Fork/Middle Fork Nooksack,226.0,,,175.0,0.81
23927,1986,Chinook Salmon (Puget Sound ESU) - Lower/North Fork/Middle Fork Nooksack,226.0,,,175.0,0.81
23928,1987,Chinook Salmon (Puget Sound ESU) - Lower/North Fork/Middle Fork Nooksack,181.0,,,273.0,0.75
23929,1987,Chinook Salmon (Puget Sound ESU) - Lower/North Fork/Middle Fork Nooksack,181.0,,,273.0,0.75
23930,1988,Chinook Salmon (Puget Sound ESU) - Lower/North Fork/Middle Fork Nooksack,452.0,,,386.0,0.66
23931,1988,Chinook Salmon (Puget Sound ESU) - Lower/North Fork/Middle Fork Nooksack,452.0,,,386.0,0.66
23932,1989,Chinook Salmon (Puget Sound ESU) - Lower/North Fork/Middle Fork Nooksack,301.0,,,276.0,0.72
23933,1989,Chinook Salmon (Puget Sound ESU) - Lower/North Fork/Middle Fork Nooksack,301.0,,,276.0,0.72
23934,1990,Chinook Salmon (Puget Sound ESU) - Lower/North Fork/Middle Fork Nooksack,10.0,,,5.0,0.42
23935,1990,Chinook Salmon (Puget Sound ESU) - Lower/North Fork/Middle Fork Nooksack,10.0,,,5.0,0.42
23936,1991,Chinook Salmon (Puget Sound ESU) - Lower/North Fork/Middle Fork Nooksack,108.0,,,83.0,0.73
23937,1991,Chinook Salmon (Puget Sound ESU) - Lower/North Fork/Middle Fork Nooksack,108.0,,,83.0,0.73
23938,1992,Chinook Salmon (Puget Sound ESU) - Lower/North Fork/Middle Fork Nooksack,498.0,,,290.0,0.67
23939,1992,Chinook Salmon (Puget Sound ESU) - Lower/North Fork/Middle Fork Nooksack,498.0,,,290.0,0.67
23940,1993,Chinook Salmon (Puget Sound ESU) - Lower/North Fork/Middle Fork Nooksack,446.0,,,268.0,0.41
23941,1993,Chinook Salmon (Puget Sound ESU) - Lower/North Fork/Middle Fork Nooksack,446.0,,,268.0,0.41
23942,1994,Chinook Salmon (Puget Sound ESU) - Lower/North Fork/Middle Fork Nooksack,46.0,,,25.0,0.42
23943,1994,Chinook Salmon (Puget Sound ESU) - Lower/North Fork/Middle Fork Nooksack,46.0,,,25.0,0.42
23944,1995,Chinook Salmon (Puget Sound ESU) - Lower/North Fork/Middle Fork Nooksack,235.0,,,122.0,0.74
23945,1995,Chinook Salmon (Puget Sound ESU) - Lower/North Fork/Middle Fork Nooksack,235.0,,,122.0,0.74
23946,1996,Chinook Salmon (Puget Sound ESU) - Lower/North Fork/Middle Fork Nooksack,536.0,,,127.0,0.39
23947,1996,Chinook Salmon (Puget Sound ESU) - Lower/North Fork/Middle Fork Nooksack,536.0,,,127.0,0.39
23948,1997,Chinook Salmon (Puget Sound ESU) - Lower/North Fork/Middle Fork Nooksack,621.0,,,69.0,0.12
23949,1997,Chinook Salmon (Puget Sound ESU) - Lower/North Fork/Middle Fork Nooksack,621.0,,,69.0,0.12
23950,1998,Chinook Salmon (Puget Sound ESU) - Lower/North Fork/Middle Fork Nooksack,376.0,,,21.0,0.1
23951,1998,Chinook Salmon (Puget Sound ESU) - Lower/North Fork/Middle Fork Nooksack,376.0,,,21.0,0.1
23952,1999,Chinook Salmon (Puget Sound ESU) - Lower/North Fork/Middle Fork Nooksack,834.0,,,32.0,0.1
23953,1999,Chinook Salmon (Puget Sound ESU) - Lower/North Fork/Middle Fork Nooksack,834.0,,,32.0,0.1
23954,2000,Chinook Salmon (Puget Sound ESU) - Lower/North Fork/Middle Fork Nooksack,1372.0,,,102.0,0.12
23955,2000,Chinook Salmon (Puget Sound ESU) - Lower/North Fork/Middle Fork Nooksack,1372.0,,,102.0,0.12
23956,2001,Chinook Salmon (Puget Sound ESU) - Lower/North Fork/Middle Fork Nooksack,4057.0,,,94.0,0.07
23957,2001,Chinook Salmon (Puget Sound ESU) - Lower/North Fork/Middle Fork Nooksack,4057.0,,,94.0,0.07
23958,2002,Chinook Salmon (Puget Sound ESU) - Lower/North Fork/Middle Fork Nooksack,7473.0,,,110.0,0.03
23959,2002,Chinook Salmon (Puget Sound ESU) - Lower/North Fork/Middle Fork Nooksack,7473.0,,,110.0,0.03
23960,2003,Chinook Salmon (Puget Sound ESU) - Lower/North Fork/Middle Fork Nooksack,3459.0,,,102.0,0.06
23961,2004,Chinook Salmon (Puget Sound ESU) - Lower/North Fork/Middle Fork Nooksack,3527.0,,,286.0,0.09
23962,2005,Chinook Salmon (Puget Sound ESU) - Lower/North Fork/Middle Fork Nooksack,3156.0,,,100.0,0.07
23963,2006,Chinook Salmon (Puget Sound ESU) - Lower/North Fork/Middle Fork Nooksack,1191.0,,,233.0,0.23
23964,2007,Chinook Salmon (Puget Sound ESU) - Lower/North Fork/Middle Fork Nooksack,1446.0,,,346.0,0.23
23965,2008,Chinook Salmon (Puget Sound ESU) - Lower/North Fork/Middle Fork Nooksack,1272.0,,,301.0,0.24
23966,2009,Chinook Salmon (Puget Sound ESU) - Lower/North Fork/Middle Fork Nooksack,1915.0,,,105.0,0.14
23967,2010,Chinook Salmon (Puget Sound ESU) - Lower/North Fork/Middle Fork Nooksack,2054.0,,,89.0,0.1
23968,2011,Chinook Salmon (Puget Sound ESU) - Lower/North Fork/Middle Fork Nooksack,871.0,,,,0.11
23969,2011,Chinook Salmon (Puget Sound ESU) - Lower/North Fork/Middle Fork Nooksack,871.0,,,,0.11
23970,1984,Chinook Salmon (Puget Sound ESU) - Lower/North Fork/Middle Fork Nooksack early run,46.0,1984.0,2010.0,-99.0,0.94
23971,1985,Chinook Salmon (Puget Sound ESU) - Lower/North Fork/Middle Fork Nooksack early run,256.0,1984.0,2010.0,-99.0,0.88
23972,1986,Chinook Salmon (Puget Sound ESU) - Lower/North Fork/Middle Fork Nooksack early run,226.0,1984.0,2010.0,175.0,0.81
23973,1987,Chinook Salmon (Puget Sound ESU) - Lower/North Fork/Middle Fork Nooksack early run,181.0,1984.0,2010.0,273.0,0.75
23974,1988,Chinook Salmon (Puget Sound ESU) - Lower/North Fork/Middle Fork Nooksack early run,452.0,1984.0,2010.0,386.0,0.66
23975,1989,Chinook Salmon (Puget Sound ESU) - Lower/North Fork/Middle Fork Nooksack early run,301.0,1984.0,2010.0,276.0,0.72
23976,1990,Chinook Salmon (Puget Sound ESU) - Lower/North Fork/Middle Fork Nooksack early run,10.0,1984.0,2010.0,5.0,0.42
23977,1991,Chinook Salmon (Puget Sound ESU) - Lower/North Fork/Middle Fork Nooksack early run,108.0,1984.0,2010.0,83.0,0.73
23978,1992,Chinook Salmon (Puget Sound ESU) - Lower/North Fork/Middle Fork Nooksack early run,498.0,1984.0,2010.0,290.0,0.67
23979,1993,Chinook Salmon (Puget Sound ESU) - Lower/North Fork/Middle Fork Nooksack early run,446.0,1984.0,2010.0,268.0,0.41
23980,1994,Chinook Salmon (Puget Sound ESU) - Lower/North Fork/Middle Fork Nooksack early run,46.0,1984.0,2010.0,25.0,0.42
23981,1995,Chinook Salmon (Puget Sound ESU) - Lower/North Fork/Middle Fork Nooksack early run,235.0,1984.0,2010.0,122.0,0.74
23982,1996,Chinook Salmon (Puget Sound ESU) - Lower/North Fork/Middle Fork Nooksack early run,536.0,1984.0,2010.0,127.0,0.39
23983,1997,Chinook Salmon (Puget Sound ESU) - Lower/North Fork/Middle Fork Nooksack early run,621.0,1984.0,2010.0,69.0,0.12
23984,1998,Chinook Salmon (Puget Sound ESU) - Lower/North Fork/Middle Fork Nooksack early run,376.0,1984.0,2010.0,21.0,0.1
23985,1999,Chinook Salmon (Puget Sound ESU) - Lower/North Fork/Middle Fork Nooksack early run,834.0,1984.0,2010.0,32.0,0.1
23986,2000,Chinook Salmon (Puget Sound ESU) - Lower/North Fork/Middle Fork Nooksack early run,1372.0,1984.0,2010.0,102.0,0.12
23987,2001,Chinook Salmon (Puget Sound ESU) - Lower/North Fork/Middle Fork Nooksack early run,4057.0,1984.0,2010.0,94.0,0.07
23988,2002,Chinook Salmon (Puget Sound ESU) - Lower/North Fork/Middle Fork Nooksack early run,7473.0,1984.0,2010.0,110.0,0.03
23989,2003,Chinook Salmon (Puget Sound ESU) - Lower/North Fork/Middle Fork Nooksack early run,3459.0,1984.0,2010.0,102.0,0.06
23990,2004,Chinook Salmon (Puget Sound ESU) - Lower/North Fork/Middle Fork Nooksack early run,3527.0,1984.0,2010.0,286.0,0.09
23991,2005,Chinook Salmon (Puget Sound ESU) - Lower/North Fork/Middle Fork Nooksack early run,3156.0,1984.0,2010.0,100.0,0.07
23992,2006,Chinook Salmon (Puget Sound ESU) - Lower/North Fork/Middle Fork Nooksack early run,1191.0,1984.0,2010.0,233.0,0.23
23993,2007,Chinook Salmon (Puget Sound ESU) - Lower/North Fork/Middle Fork Nooksack early run,1446.0,1984.0,2010.0,346.0,0.23
23994,2008,Chinook Salmon (Puget Sound ESU) - Lower/North Fork/Middle Fork Nooksack early run,1272.0,1984.0,2010.0,301.0,0.24
23995,2009,Chinook Salmon (Puget Sound ESU) - Lower/North Fork/Middle Fork Nooksack early run,1915.0,1984.0,2010.0,105.0,0.14
23996,2010,Chinook Salmon (Puget Sound ESU) - Lower/North Fork/Middle Fork Nooksack early run,2054.0,1984.0,2010.0,89.0,0.1
23997,1984,Chinook Salmon (Puget Sound ESU) - South Fork Nooksack River,188.0,,,-99.0,0.9
23998,1984,Chinook Salmon (Puget Sound ESU) - South Fork Nooksack River,188.0,,,-99.0,0.9
23999,1985,Chinook Salmon (Puget Sound ESU) - South Fork Nooksack River,445.0,,,-99.0,0.9
24000,1985,Chinook Salmon (Puget Sound ESU) - South Fork Nooksack River,445.0,,,-99.0,0.9
24001,1986,Chinook Salmon (Puget Sound ESU) - South Fork Nooksack River,170.0,,,166.0,0.9
24002,1986,Chinook Salmon (Puget Sound ESU) - South Fork Nooksack River,170.0,,,166.0,0.9
24003,1987,Chinook Salmon (Puget Sound ESU) - South Fork Nooksack River,248.0,,,393.0,0.9
24004,1987,Chinook Salmon (Puget Sound ESU) - South Fork Nooksack River,248.0,,,393.0,0.9
24005,1988,Chinook Salmon (Puget Sound ESU) - South Fork Nooksack River,233.0,,,233.0,0.8
24006,1988,Chinook Salmon (Puget Sound ESU) - South Fork Nooksack River,233.0,,,233.0,0.8
24007,1989,Chinook Salmon (Puget Sound ESU) - South Fork Nooksack River,606.0,,,709.0,0.96
24008,1989,Chinook Salmon (Puget Sound ESU) - South Fork Nooksack River,606.0,,,709.0,0.96
24009,1990,Chinook Salmon (Puget Sound ESU) - South Fork Nooksack River,142.0,,,181.0,0.96
24010,1990,Chinook Salmon (Puget Sound ESU) - South Fork Nooksack River,142.0,,,181.0,0.96
24011,1991,Chinook Salmon (Puget Sound ESU) - South Fork Nooksack River,365.0,,,485.0,0.98
24012,1991,Chinook Salmon (Puget Sound ESU) - South Fork Nooksack River,365.0,,,485.0,0.98
24013,1992,Chinook Salmon (Puget Sound ESU) - South Fork Nooksack River,103.0,,,52.0,0.45
24014,1992,Chinook Salmon (Puget Sound ESU) - South Fork Nooksack River,103.0,,,52.0,0.45
24015,1993,Chinook Salmon (Puget Sound ESU) - South Fork Nooksack River,235.0,,,211.0,0.68
24016,1993,Chinook Salmon (Puget Sound ESU) - South Fork Nooksack River,235.0,,,211.0,0.68
24017,1994,Chinook Salmon (Puget Sound ESU) - South Fork Nooksack River,118.0,,,99.0,0.74
24018,1994,Chinook Salmon (Puget Sound ESU) - South Fork Nooksack River,118.0,,,99.0,0.74
24019,1995,Chinook Salmon (Puget Sound ESU) - South Fork Nooksack River,290.0,,,150.0,0.85
24020,1995,Chinook Salmon (Puget Sound ESU) - South Fork Nooksack River,290.0,,,150.0,0.85
24021,1996,Chinook Salmon (Puget Sound ESU) - South Fork Nooksack River,203.0,,,95.0,0.71
24022,1996,Chinook Salmon (Puget Sound ESU) - South Fork Nooksack River,203.0,,,95.0,0.71
24023,1997,Chinook Salmon (Puget Sound ESU) - South Fork Nooksack River,180.0,,,77.0,0.48
24024,1997,Chinook Salmon (Puget Sound ESU) - South Fork Nooksack River,180.0,,,77.0,0.48
24025,1998,Chinook Salmon (Puget Sound ESU) - South Fork Nooksack River,157.0,,,46.0,0.55
24026,1998,Chinook Salmon (Puget Sound ESU) - South Fork Nooksack River,157.0,,,46.0,0.55
24027,1999,Chinook Salmon (Puget Sound ESU) - South Fork Nooksack River,288.0,,,66.0,0.55
24028,1999,Chinook Salmon (Puget Sound ESU) - South Fork Nooksack River,288.0,,,66.0,0.55
24029,2000,Chinook Salmon (Puget Sound ESU) - South Fork Nooksack River,373.0,,,208.0,0.76
24030,2000,Chinook Salmon (Puget Sound ESU) - South Fork Nooksack River,373.0,,,208.0,0.76
24031,2001,Chinook Salmon (Puget Sound ESU) - South Fork Nooksack River,420.0,,,114.0,0.65
24032,2001,Chinook Salmon (Puget Sound ESU) - South Fork Nooksack River,420.0,,,114.0,0.65
24033,2002,Chinook Salmon (Puget Sound ESU) - South Fork Nooksack River,625.0,,,147.0,0.46
24034,2002,Chinook Salmon (Puget Sound ESU) - South Fork Nooksack River,625.0,,,147.0,0.46
24035,2003,Chinook Salmon (Puget Sound ESU) - South Fork Nooksack River,591.0,,,125.0,0.37
24036,2004,Chinook Salmon (Puget Sound ESU) - South Fork Nooksack River,172.0,,,134.0,0.85
24037,2005,Chinook Salmon (Puget Sound ESU) - South Fork Nooksack River,233.0,,,60.0,0.56
24038,2006,Chinook Salmon (Puget Sound ESU) - South Fork Nooksack River,532.0,,,324.0,0.67
24039,2007,Chinook Salmon (Puget Sound ESU) - South Fork Nooksack River,348.0,,,202.0,0.58
24040,2008,Chinook Salmon (Puget Sound ESU) - South Fork Nooksack River,447.0,,,300.0,0.7
24041,2009,Chinook Salmon (Puget Sound ESU) - South Fork Nooksack River,456.0,,,121.0,0.64
24042,2010,Chinook Salmon (Puget Sound ESU) - South Fork Nooksack River,548.0,,,88.0,0.36
24043,2011,Chinook Salmon (Puget Sound ESU) - South Fork Nooksack River,468.0,,,,0.36
24044,2011,Chinook Salmon (Puget Sound ESU) - South Fork Nooksack River,468.0,,,,0.36
24045,1984,Chinook Salmon (Puget Sound ESU) - South Fork Nooksack River early run,188.0,1984.0,2010.0,-99.0,0.9
24046,1985,Chinook Salmon (Puget Sound ESU) - South Fork Nooksack River early run,445.0,1984.0,2010.0,-99.0,0.9
24047,1986,Chinook Salmon (Puget Sound ESU) - South Fork Nooksack River early run,170.0,1984.0,2010.0,166.0,0.9
24048,1987,Chinook Salmon (Puget Sound ESU) - South Fork Nooksack River early run,248.0,1984.0,2010.0,393.0,0.9
24049,1988,Chinook Salmon (Puget Sound ESU) - South Fork Nooksack River early run,233.0,1984.0,2010.0,233.0,0.8
24050,1989,Chinook Salmon (Puget Sound ESU) - South Fork Nooksack River early run,606.0,1984.0,2010.0,709.0,0.96
24051,1990,Chinook Salmon (Puget Sound ESU) - South Fork Nooksack River early run,142.0,1984.0,2010.0,181.0,0.96
24052,1991,Chinook Salmon (Puget Sound ESU) - South Fork Nooksack River early run,365.0,1984.0,2010.0,485.0,0.98
24053,1992,Chinook Salmon (Puget Sound ESU) - South Fork Nooksack River early run,103.0,1984.0,2010.0,52.0,0.45
24054,1993,Chinook Salmon (Puget Sound ESU) - South Fork Nooksack River early run,235.0,1984.0,2010.0,211.0,0.68
24055,1994,Chinook Salmon (Puget Sound ESU) - South Fork Nooksack River early run,118.0,1984.0,2010.0,99.0,0.74
24056,1995,Chinook Salmon (Puget Sound ESU) - South Fork Nooksack River early run,290.0,1984.0,2010.0,150.0,0.85
24057,1996,Chinook Salmon (Puget Sound ESU) - South Fork Nooksack River early run,203.0,1984.0,2010.0,95.0,0.71
24058,1997,Chinook Salmon (Puget Sound ESU) - South Fork Nooksack River early run,180.0,1984.0,2010.0,77.0,0.48
24059,1998,Chinook Salmon (Puget Sound ESU) - South Fork Nooksack River early run,157.0,1984.0,2010.0,46.0,0.55
24060,1999,Chinook Salmon (Puget Sound ESU) - South Fork Nooksack River early run,288.0,1984.0,2010.0,66.0,0.55
24061,2000,Chinook Salmon (Puget Sound ESU) - South Fork Nooksack River early run,373.0,1984.0,2010.0,208.0,0.76
24062,2001,Chinook Salmon (Puget Sound ESU) - South Fork Nooksack River early run,420.0,1984.0,2010.0,114.0,0.65
24063,2002,Chinook Salmon (Puget Sound ESU) - South Fork Nooksack River early run,625.0,1984.0,2010.0,147.0,0.46
24064,2003,Chinook Salmon (Puget Sound ESU) - South Fork Nooksack River early run,591.0,1984.0,2010.0,125.0,0.37
24065,2004,Chinook Salmon (Puget Sound ESU) - South Fork Nooksack River early run,172.0,1984.0,2010.0,134.0,0.85
24066,2005,Chinook Salmon (Puget Sound ESU) - South Fork Nooksack River early run,233.0,1984.0,2010.0,60.0,0.56
24067,2006,Chinook Salmon (Puget Sound ESU) - South Fork Nooksack River early run,532.0,1984.0,2010.0,324.0,0.67
24068,2007,Chinook Salmon (Puget Sound ESU) - South Fork Nooksack River early run,348.0,1984.0,2010.0,202.0,0.58
24069,2008,Chinook Salmon (Puget Sound ESU) - South Fork Nooksack River early run,447.0,1984.0,2010.0,300.0,0.7
24070,2009,Chinook Salmon (Puget Sound ESU) - South Fork Nooksack River early run,456.0,1984.0,2010.0,121.0,0.64
24071,2010,Chinook Salmon (Puget Sound ESU) - South Fork Nooksack River early run,548.0,1984.0,2010.0,88.0,0.36
24072,1986,Chinook Salmon (Puget Sound ESU) - Dungeness River,238.0,,,-99.0,0.18
24073,1986,Chinook Salmon (Puget Sound ESU) - Dungeness River,238.0,,,-99.0,0.18
