Brood_Year,Nwr_Population_Name,Number_Of_Spawners,Fracwild,Wild_Spawners,Wild_Spawners_Prev_Yr,Wild_Spawners_Two_Yrs_Prior,Wild_Spawners_Three_Yrs_Prior
2011,Chinook Salmon (Puget Sound ESU) - Elwha River,866.0,0.73,632.18,45.12,220.79999999999998,152.82999999999998
1965,Chinook Salmon (Puget Sound ESU) - Cedar River,1046.0,0.82,857.7199999999999,632.18,45.12,220.79999999999998
1966,Chinook Salmon (Puget Sound ESU) - Cedar River,1896.0,0.82,1554.7199999999998,857.7199999999999,632.18,45.12
1967,Chinook Salmon (Puget Sound ESU) - Cedar River,1343.0,0.82,1101.26,1554.7199999999998,857.7199999999999,632.18
1968,Chinook Salmon (Puget Sound ESU) - Cedar River,1433.0,0.82,1175.06,1101.26,1554.7199999999998,857.7199999999999
1969,Chinook Salmon (Puget Sound ESU) - Cedar River,500.0,0.82,410.0,1175.06,1101.26,1554.7199999999998
1970,Chinook Salmon (Puget Sound ESU) - Cedar River,1746.0,0.89,1553.94,410.0,1175.06,1101.26
1971,Chinook Salmon (Puget Sound ESU) - Cedar River,505.0,0.72,363.59999999999997,1553.94,410.0,1175.06
1972,Chinook Salmon (Puget Sound ESU) - Cedar River,452.0,0.72,325.44,363.59999999999997,1553.94,410.0
1973,Chinook Salmon (Puget Sound ESU) - Cedar River,1040.0,0.91,946.4,325.44,363.59999999999997,1553.94
1974,Chinook Salmon (Puget Sound ESU) - Cedar River,598.0,0.87,520.26,946.4,325.44,363.59999999999997
1975,Chinook Salmon (Puget Sound ESU) - Cedar River,657.0,0.77,505.89,520.26,946.4,325.44
1976,Chinook Salmon (Puget Sound ESU) - Cedar River,469.0,0.71,332.99,505.89,520.26,946.4
1977,Chinook Salmon (Puget Sound ESU) - Cedar River,688.0,0.86,591.68,332.99,505.89,520.26
1978,Chinook Salmon (Puget Sound ESU) - Cedar River,967.0,0.94,908.9799999999999,591.68,332.99,505.89
1979,Chinook Salmon (Puget Sound ESU) - Cedar River,1268.0,0.89,1128.52,908.9799999999999,591.68,332.99
1980,Chinook Salmon (Puget Sound ESU) - Cedar River,1400.0,0.9,1260.0,1128.52,908.9799999999999,591.68
1981,Chinook Salmon (Puget Sound ESU) - Cedar River,668.0,0.79,527.72,1260.0,1128.52,908.9799999999999
1982,Chinook Salmon (Puget Sound ESU) - Cedar River,786.0,0.79,620.94,527.72,1260.0,1128.52
1983,Chinook Salmon (Puget Sound ESU) - Cedar River,849.0,0.81,687.69,620.94,527.72,1260.0
1984,Chinook Salmon (Puget Sound ESU) - Cedar River,912.0,0.91,829.9200000000001,687.69,620.94,527.72
1985,Chinook Salmon (Puget Sound ESU) - Cedar River,832.0,0.91,757.12,829.9200000000001,687.69,620.94
1986,Chinook Salmon (Puget Sound ESU) - Cedar River,980.0,0.92,901.6,757.12,829.9200000000001,687.69
1987,Chinook Salmon (Puget Sound ESU) - Cedar River,1561.0,0.96,1498.56,901.6,757.12,829.9200000000001
1988,Chinook Salmon (Puget Sound ESU) - Cedar River,598.0,0.94,562.12,1498.56,901.6,757.12
1989,Chinook Salmon (Puget Sound ESU) - Cedar River,559.0,0.86,480.74,562.12,1498.56,901.6
1990,Chinook Salmon (Puget Sound ESU) - Cedar River,521.0,0.76,395.96,480.74,562.12,1498.56
1991,Chinook Salmon (Puget Sound ESU) - Cedar River,510.0,0.93,474.3,395.96,480.74,562.12
1992,Chinook Salmon (Puget Sound ESU) - Cedar River,531.0,0.95,504.45,474.3,395.96,480.74
1993,Chinook Salmon (Puget Sound ESU) - Cedar River,189.0,0.52,98.28,504.45,474.3,395.96
1994,Chinook Salmon (Puget Sound ESU) - Cedar River,466.0,0.81,377.46000000000004,98.28,504.45,474.3
1995,Chinook Salmon (Puget Sound ESU) - Cedar River,689.0,0.92,633.88,377.46000000000004,98.28,504.45
1996,Chinook Salmon (Puget Sound ESU) - Cedar River,320.0,0.85,272.0,633.88,377.46000000000004,98.28
1997,Chinook Salmon (Puget Sound ESU) - Cedar River,243.0,0.5,121.5,272.0,633.88,377.46000000000004
1998,Chinook Salmon (Puget Sound ESU) - Cedar River,433.0,0.63,272.79,121.5,272.0,633.88
1999,Chinook Salmon (Puget Sound ESU) - Cedar River,274.0,0.68,186.32000000000002,272.79,121.5,272.0
2000,Chinook Salmon (Puget Sound ESU) - Cedar River,126.0,0.7,88.19999999999999,186.32000000000002,272.79,121.5
2001,Chinook Salmon (Puget Sound ESU) - Cedar River,836.0,0.72,601.92,88.19999999999999,186.32000000000002,272.79
2002,Chinook Salmon (Puget Sound ESU) - Cedar River,389.0,0.6,233.39999999999998,601.92,88.19999999999999,186.32000000000002
2003,Chinook Salmon (Puget Sound ESU) - Cedar River,571.0,0.61,348.31,233.39999999999998,601.92,88.19999999999999
2004,Chinook Salmon (Puget Sound ESU) - Cedar River,601.0,0.66,396.66,348.31,233.39999999999998,601.92
2005,Chinook Salmon (Puget Sound ESU) - Cedar River,542.0,0.69,373.97999999999996,396.66,348.31,233.39999999999998
2006,Chinook Salmon (Puget Sound ESU) - Cedar River,1114.0,0.81,902.34,373.97999999999996,396.66,348.31
2007,Chinook Salmon (Puget Sound ESU) - Cedar River,1766.0,0.9,1589.4,902.34,373.97999999999996,396.66
2008,Chinook Salmon (Puget Sound ESU) - Cedar River,802.0,0.91,729.82,1589.4,902.34,373.97999999999996
2009,Chinook Salmon (Puget Sound ESU) - Cedar River,758.0,0.82,621.56,729.82,1589.4,902.34
2010,Chinook Salmon (Puget Sound ESU) - Cedar River,683.0,0.77,525.91,621.56,729.82,1589.4
2011,Chinook Salmon (Puget Sound ESU) - Cedar River,845.0,0.8,676.0,525.91,621.56,729.82
1968,Chinook Salmon (Puget Sound ESU) - Green River,5248.0,0.05,262.40000000000003,676.0,525.91,621.56
1969,Chinook Salmon (Puget Sound ESU) - Green River,4274.0,0.35,1495.8999999999999,262.40000000000003,676.0,525.91
1970,Chinook Salmon (Puget Sound ESU) - Green River,11551.0,0.62,7161.62,1495.8999999999999,262.40000000000003,676.0
1971,Chinook Salmon (Puget Sound ESU) - Green River,5848.0,0.43,2514.64,7161.62,1495.8999999999999,262.40000000000003
1972,Chinook Salmon (Puget Sound ESU) - Green River,4783.0,0.35,1674.05,2514.64,7161.62,1495.8999999999999
1973,Chinook Salmon (Puget Sound ESU) - Green River,3363.0,0.05,168.15,1674.05,2514.64,7161.62
1974,Chinook Salmon (Puget Sound ESU) - Green River,5346.0,0.71,3795.66,168.15,1674.05,2514.64
1975,Chinook Salmon (Puget Sound ESU) - Green River,3480.0,0.56,1948.8000000000002,3795.66,168.15,1674.05
1976,Chinook Salmon (Puget Sound ESU) - Green River,3150.0,0.71,2236.5,1948.8000000000002,3795.66,168.15
1977,Chinook Salmon (Puget Sound ESU) - Green River,4365.0,0.17,742.0500000000001,2236.5,1948.8000000000002,3795.66
1978,Chinook Salmon (Puget Sound ESU) - Green River,3884.0,0.05,194.20000000000002,742.0500000000001,2236.5,1948.8000000000002
1979,Chinook Salmon (Puget Sound ESU) - Green River,9725.0,0.39,3792.75,194.20000000000002,742.0500000000001,2236.5
1980,Chinook Salmon (Puget Sound ESU) - Green River,7765.0,0.38,2950.7,3792.75,194.20000000000002,742.0500000000001
1981,Chinook Salmon (Puget Sound ESU) - Green River,4798.0,0.05,239.9,2950.7,3792.75,194.20000000000002
1982,Chinook Salmon (Puget Sound ESU) - Green River,2014.0,0.18,362.52,239.9,2950.7,3792.75
1983,Chinook Salmon (Puget Sound ESU) - Green River,3840.0,0.69,2649.6,362.52,239.9,2950.7
1984,Chinook Salmon (Puget Sound ESU) - Green River,3363.0,0.52,1748.76,2649.6,362.52,239.9
1985,Chinook Salmon (Puget Sound ESU) - Green River,3231.0,0.42,1357.02,1748.76,2649.6,362.52
1986,Chinook Salmon (Puget Sound ESU) - Green River,5408.0,0.11,594.88,1357.02,1748.76,2649.6
1987,Chinook Salmon (Puget Sound ESU) - Green River,10731.0,0.49,5258.19,594.88,1357.02,1748.76
1988,Chinook Salmon (Puget Sound ESU) - Green River,8466.0,0.45,3809.7000000000003,5258.19,594.88,1357.02
1989,Chinook Salmon (Puget Sound ESU) - Green River,11512.0,0.64,7367.68,3809.7000000000003,5258.19,594.88
1990,Chinook Salmon (Puget Sound ESU) - Green River,7104.0,0.49,3480.96,7367.68,3809.7000000000003,5258.19
1991,Chinook Salmon (Puget Sound ESU) - Green River,10548.0,0.41,4324.679999999999,3480.96,7367.68,3809.7000000000003
1992,Chinook Salmon (Puget Sound ESU) - Green River,5692.0,0.31,1764.52,4324.679999999999,3480.96,7367.68
1993,Chinook Salmon (Puget Sound ESU) - Green River,2559.0,0.62,1586.58,1764.52,4324.679999999999,3480.96
1994,Chinook Salmon (Puget Sound ESU) - Green River,4284.0,0.35,1499.3999999999999,1586.58,1764.52,4324.679999999999
1995,Chinook Salmon (Puget Sound ESU) - Green River,9219.0,0.48,4425.12,1499.3999999999999,1586.58,1764.52
1996,Chinook Salmon (Puget Sound ESU) - Green River,6428.0,0.2,1285.6000000000001,4425.12,1499.3999999999999,1586.58
1997,Chinook Salmon (Puget Sound ESU) - Green River,7429.0,0.22,1634.38,1285.6000000000001,4425.12,1499.3999999999999
1998,Chinook Salmon (Puget Sound ESU) - Green River,6250.0,0.22,1375.0,1634.38,1285.6000000000001,4425.12
1999,Chinook Salmon (Puget Sound ESU) - Green River,7502.0,0.48,3600.96,1375.0,1634.38,1285.6000000000001
2000,Chinook Salmon (Puget Sound ESU) - Green River,4876.0,0.52,2535.52,3600.96,1375.0,1634.38
2001,Chinook Salmon (Puget Sound ESU) - Green River,6594.0,0.78,5143.320000000001,2535.52,3600.96,1375.0
2002,Chinook Salmon (Puget Sound ESU) - Green River,8090.0,0.77,6229.3,5143.320000000001,2535.52,3600.96
2003,Chinook Salmon (Puget Sound ESU) - Green River,5890.0,0.44,2591.6,6229.3,5143.320000000001,2535.52
2004,Chinook Salmon (Puget Sound ESU) - Green River,8320.0,0.66,5491.2,2591.6,6229.3,5143.320000000001
2005,Chinook Salmon (Puget Sound ESU) - Green River,2617.0,0.4,1046.8,5491.2,2591.6,6229.3
2006,Chinook Salmon (Puget Sound ESU) - Green River,6331.0,0.4,2532.4,1046.8,5491.2,2591.6
2007,Chinook Salmon (Puget Sound ESU) - Green River,4312.0,0.47,2026.6399999999999,2532.4,1046.8,5491.2
2008,Chinook Salmon (Puget Sound ESU) - Green River,6459.0,0.64,4133.76,2026.6399999999999,2532.4,1046.8
2009,Chinook Salmon (Puget Sound ESU) - Green River,828.0,0.26,215.28,4133.76,2026.6399999999999,2532.4
2010,Chinook Salmon (Puget Sound ESU) - Green River,2122.0,0.4,848.8000000000001,215.28,4133.76,2026.6399999999999
