Brood_Year,Nwr_Population_Name,Number_Of_Spawners,Fracwild,Wild_Spawners,Wild_Spawners_Prev_Yr,Wild_Spawners_Two_Yrs_Prior,Wild_Spawners_Three_Yrs_Prior
1983,Chinook Salmon (Lower Columbia River ESU) - Kalama River Fall-run,2722.0,0.5,1361.0,2297.5,958.5,2925.0
1984,Chinook Salmon (Lower Columbia River ESU) - Kalama River Fall-run,3043.0,0.5,1521.5,1361.0,2297.5,958.5
1985,Chinook Salmon (Lower Columbia River ESU) - Kalama River Fall-run,1259.0,0.5,629.5,1521.5,1361.0,2297.5
1986,Chinook Salmon (Lower Columbia River ESU) - Kalama River Fall-run,2601.0,0.5,1300.5,629.5,1521.5,1361.0
1987,Chinook Salmon (Lower Columbia River ESU) - Kalama River Fall-run,9651.0,0.5,4825.5,1300.5,629.5,1521.5
1988,Chinook Salmon (Lower Columbia River ESU) - Kalama River Fall-run,24549.0,0.5,12274.5,4825.5,1300.5,629.5
1989,Chinook Salmon (Lower Columbia River ESU) - Kalama River Fall-run,20495.0,0.5,10247.5,12274.5,4825.5,1300.5
1990,Chinook Salmon (Lower Columbia River ESU) - Kalama River Fall-run,2157.0,0.5,1078.5,10247.5,12274.5,4825.5
1991,Chinook Salmon (Lower Columbia River ESU) - Kalama River Fall-run,5152.0,0.54,2782.0800000000004,1078.5,10247.5,12274.5
1992,Chinook Salmon (Lower Columbia River ESU) - Kalama River Fall-run,3683.0,0.48,1767.84,2782.0800000000004,1078.5,10247.5
1993,Chinook Salmon (Lower Columbia River ESU) - Kalama River Fall-run,1961.0,0.89,1745.29,1767.84,2782.0800000000004,1078.5
1994,Chinook Salmon (Lower Columbia River ESU) - Kalama River Fall-run,2190.0,0.73,1598.7,1745.29,1767.84,2782.0800000000004
1995,Chinook Salmon (Lower Columbia River ESU) - Kalama River Fall-run,3094.0,0.69,2134.8599999999997,1598.7,1745.29,1767.84
1996,Chinook Salmon (Lower Columbia River ESU) - Kalama River Fall-run,10676.0,0.44,4697.44,2134.8599999999997,1598.7,1745.29
1997,Chinook Salmon (Lower Columbia River ESU) - Kalama River Fall-run,3548.0,0.4,1419.2,4697.44,2134.8599999999997,1598.7
1998,Chinook Salmon (Lower Columbia River ESU) - Kalama River Fall-run,4355.0,0.69,3004.95,1419.2,4697.44,2134.8599999999997
1999,Chinook Salmon (Lower Columbia River ESU) - Kalama River Fall-run,2655.0,0.03,79.64999999999999,3004.95,1419.2,4697.44
2000,Chinook Salmon (Lower Columbia River ESU) - Kalama River Fall-run,1420.0,0.19,269.8,79.64999999999999,3004.95,1419.2
2001,Chinook Salmon (Lower Columbia River ESU) - Kalama River Fall-run,3714.0,0.19,705.66,269.8,79.64999999999999,3004.95
2002,Chinook Salmon (Lower Columbia River ESU) - Kalama River Fall-run,18952.0,0.01,189.52,705.66,269.8,79.64999999999999
2003,Chinook Salmon (Lower Columbia River ESU) - Kalama River Fall-run,24782.0,0.01,247.82,189.52,705.66,269.8
2004,Chinook Salmon (Lower Columbia River ESU) - Kalama River Fall-run,6680.0,0.1,668.0,247.82,189.52,705.66
2005,Chinook Salmon (Lower Columbia River ESU) - Kalama River Fall-run,9272.0,0.03,278.15999999999997,668.0,247.82,189.52
1980,Chinook Salmon (Lower Columbia River ESU) - Lewis River Fall-run,899.0,1.0,899.0,278.15999999999997,668.0,247.82
1981,Chinook Salmon (Lower Columbia River ESU) - Lewis River Fall-run,799.0,1.0,799.0,899.0,278.15999999999997,668.0
1982,Chinook Salmon (Lower Columbia River ESU) - Lewis River Fall-run,646.0,1.0,646.0,799.0,899.0,278.15999999999997
1983,Chinook Salmon (Lower Columbia River ESU) - Lewis River Fall-run,598.0,1.0,598.0,646.0,799.0,899.0
1984,Chinook Salmon (Lower Columbia River ESU) - Lewis River Fall-run,340.0,1.0,340.0,598.0,646.0,799.0
1985,Chinook Salmon (Lower Columbia River ESU) - Lewis River Fall-run,1029.0,1.0,1029.0,340.0,598.0,646.0
1986,Chinook Salmon (Lower Columbia River ESU) - Lewis River Fall-run,696.0,1.0,696.0,1029.0,340.0,598.0
1987,Chinook Salmon (Lower Columbia River ESU) - Lewis River Fall-run,256.0,1.0,256.0,696.0,1029.0,340.0
1988,Chinook Salmon (Lower Columbia River ESU) - Lewis River Fall-run,744.0,1.0,744.0,256.0,696.0,1029.0
1989,Chinook Salmon (Lower Columbia River ESU) - Lewis River Fall-run,972.0,0.78,758.1600000000001,744.0,256.0,696.0
1990,Chinook Salmon (Lower Columbia River ESU) - Lewis River Fall-run,563.0,1.0,563.0,758.1600000000001,744.0,256.0
1991,Chinook Salmon (Lower Columbia River ESU) - Lewis River Fall-run,470.0,1.0,470.0,563.0,758.1600000000001,744.0
1992,Chinook Salmon (Lower Columbia River ESU) - Lewis River Fall-run,335.0,1.0,335.0,470.0,563.0,758.1600000000001
1993,Chinook Salmon (Lower Columbia River ESU) - Lewis River Fall-run,164.0,1.0,164.0,335.0,470.0,563.0
1994,Chinook Salmon (Lower Columbia River ESU) - Lewis River Fall-run,610.0,1.0,610.0,164.0,335.0,470.0
1995,Chinook Salmon (Lower Columbia River ESU) - Lewis River Fall-run,409.0,1.0,409.0,610.0,164.0,335.0
1996,Chinook Salmon (Lower Columbia River ESU) - Lewis River Fall-run,403.0,1.0,403.0,409.0,610.0,164.0
1997,Chinook Salmon (Lower Columbia River ESU) - Lewis River Fall-run,305.0,1.0,305.0,403.0,409.0,610.0
1998,Chinook Salmon (Lower Columbia River ESU) - Lewis River Fall-run,127.0,1.0,127.0,305.0,403.0,409.0
1999,Chinook Salmon (Lower Columbia River ESU) - Lewis River Fall-run,331.0,1.0,331.0,127.0,305.0,403.0
2000,Chinook Salmon (Lower Columbia River ESU) - Lewis River Fall-run,515.0,1.0,515.0,331.0,127.0,305.0
2001,Chinook Salmon (Lower Columbia River ESU) - Lewis River Fall-run,750.0,0.7,525.0,515.0,331.0,127.0
2002,Chinook Salmon (Lower Columbia River ESU) - Lewis River Fall-run,1032.0,0.77,794.64,525.0,515.0,331.0
2003,Chinook Salmon (Lower Columbia River ESU) - Lewis River Fall-run,738.0,0.98,723.24,794.64,525.0,515.0
2004,Chinook Salmon (Lower Columbia River ESU) - Lewis River Fall-run,1388.0,0.29,402.52,723.24,794.64,525.0
2005,Chinook Salmon (Lower Columbia River ESU) - Lewis River Fall-run,607.0,1.0,607.0,402.52,723.24,794.64
1977,Chinook Salmon (Lower Columbia River ESU) - Lower Cowlitz River Fall-run,5837.0,0.26,1517.6200000000001,607.0,402.52,723.24
1978,Chinook Salmon (Lower Columbia River ESU) - Lower Cowlitz River Fall-run,3192.0,0.26,829.9200000000001,1517.6200000000001,607.0,402.52
1979,Chinook Salmon (Lower Columbia River ESU) - Lower Cowlitz River Fall-run,8253.0,0.26,2145.78,829.9200000000001,1517.6200000000001,607.0
1980,Chinook Salmon (Lower Columbia River ESU) - Lower Cowlitz River Fall-run,1793.0,0.26,466.18,2145.78,829.9200000000001,1517.6200000000001
1981,Chinook Salmon (Lower Columbia River ESU) - Lower Cowlitz River Fall-run,3213.0,0.26,835.38,466.18,2145.78,829.9200000000001
1982,Chinook Salmon (Lower Columbia River ESU) - Lower Cowlitz River Fall-run,2100.0,0.26,546.0,835.38,466.18,2145.78
1983,Chinook Salmon (Lower Columbia River ESU) - Lower Cowlitz River Fall-run,2463.0,0.26,640.38,546.0,835.38,466.18
1984,Chinook Salmon (Lower Columbia River ESU) - Lower Cowlitz River Fall-run,1737.0,0.26,451.62,640.38,546.0,835.38
1985,Chinook Salmon (Lower Columbia River ESU) - Lower Cowlitz River Fall-run,3200.0,0.26,832.0,451.62,640.38,546.0
1986,Chinook Salmon (Lower Columbia River ESU) - Lower Cowlitz River Fall-run,2474.0,0.26,643.24,832.0,451.62,640.38
1987,Chinook Salmon (Lower Columbia River ESU) - Lower Cowlitz River Fall-run,4260.0,0.26,1107.6000000000001,643.24,832.0,451.62
1988,Chinook Salmon (Lower Columbia River ESU) - Lower Cowlitz River Fall-run,5327.0,0.26,1385.02,1107.6000000000001,643.24,832.0
1989,Chinook Salmon (Lower Columbia River ESU) - Lower Cowlitz River Fall-run,4917.0,0.26,1278.42,1385.02,1107.6000000000001,643.24
1990,Chinook Salmon (Lower Columbia River ESU) - Lower Cowlitz River Fall-run,1833.0,0.26,476.58000000000004,1278.42,1385.02,1107.6000000000001
1991,Chinook Salmon (Lower Columbia River ESU) - Lower Cowlitz River Fall-run,935.0,0.26,243.1,476.58000000000004,1278.42,1385.02
1992,Chinook Salmon (Lower Columbia River ESU) - Lower Cowlitz River Fall-run,1022.0,0.26,265.72,243.1,476.58000000000004,1278.42
1993,Chinook Salmon (Lower Columbia River ESU) - Lower Cowlitz River Fall-run,1330.0,0.06,79.8,265.72,243.1,476.58000000000004
1994,Chinook Salmon (Lower Columbia River ESU) - Lower Cowlitz River Fall-run,1225.0,0.19,232.75,79.8,265.72,243.1
1995,Chinook Salmon (Lower Columbia River ESU) - Lower Cowlitz River Fall-run,1370.0,0.13,178.1,232.75,79.8,265.72
1996,Chinook Salmon (Lower Columbia River ESU) - Lower Cowlitz River Fall-run,1325.0,0.58,768.5,178.1,232.75,79.8
1997,Chinook Salmon (Lower Columbia River ESU) - Lower Cowlitz River Fall-run,2007.0,0.72,1445.04,768.5,178.1,232.75
1998,Chinook Salmon (Lower Columbia River ESU) - Lower Cowlitz River Fall-run,1665.0,0.37,616.05,1445.04,768.5,178.1
1999,Chinook Salmon (Lower Columbia River ESU) - Lower Cowlitz River Fall-run,969.0,0.16,155.04,616.05,1445.04,768.5
2000,Chinook Salmon (Lower Columbia River ESU) - Lower Cowlitz River Fall-run,2165.0,0.1,216.5,155.04,616.05,1445.04
2001,Chinook Salmon (Lower Columbia River ESU) - Lower Cowlitz River Fall-run,3647.0,0.44,1604.68,216.5,155.04,616.05
2002,Chinook Salmon (Lower Columbia River ESU) - Lower Cowlitz River Fall-run,9671.0,0.76,7349.96,1604.68,216.5,155.04
2003,Chinook Salmon (Lower Columbia River ESU) - Lower Cowlitz River Fall-run,7001.0,0.88,6160.88,7349.96,1604.68,216.5
2004,Chinook Salmon (Lower Columbia River ESU) - Lower Cowlitz River Fall-run,4621.0,0.7,3234.7,6160.88,7349.96,1604.68
2005,Chinook Salmon (Lower Columbia River ESU) - Lower Cowlitz River Fall-run,2968.0,0.17,504.56000000000006,3234.7,6160.88,7349.96
1981,Chinook Salmon (Lower Columbia River ESU) - Sandy River Bright,3156.0,0.76,2398.56,504.56000000000006,3234.7,6160.88
1982,Chinook Salmon (Lower Columbia River ESU) - Sandy River Bright,3655.0,0.76,2777.8,2398.56,504.56000000000006,3234.7
1983,Chinook Salmon (Lower Columbia River ESU) - Sandy River Bright,2575.0,0.76,1957.0,2777.8,2398.56,504.56000000000006
1984,Chinook Salmon (Lower Columbia River ESU) - Sandy River Bright,3323.0,0.76,2525.48,1957.0,2777.8,2398.56
1985,Chinook Salmon (Lower Columbia River ESU) - Sandy River Bright,2087.0,0.76,1586.1200000000001,2525.48,1957.0,2777.8
1986,Chinook Salmon (Lower Columbia River ESU) - Sandy River Bright,2845.0,0.76,2162.2,1586.1200000000001,2525.48,1957.0
1987,Chinook Salmon (Lower Columbia River ESU) - Sandy River Bright,9160.0,0.76,6961.6,2162.2,1586.1200000000001,2525.48
1988,Chinook Salmon (Lower Columbia River ESU) - Sandy River Bright,6958.0,0.76,5288.08,6961.6,2162.2,1586.1200000000001
1989,Chinook Salmon (Lower Columbia River ESU) - Sandy River Bright,8557.0,0.76,6503.32,5288.08,6961.6,2162.2
1990,Chinook Salmon (Lower Columbia River ESU) - Sandy River Bright,3516.0,0.76,2672.16,6503.32,5288.08,6961.6
1991,Chinook Salmon (Lower Columbia River ESU) - Sandy River Bright,2939.0,0.76,2233.64,2672.16,6503.32,5288.08
1992,Chinook Salmon (Lower Columbia River ESU) - Sandy River Bright,4185.0,0.76,3180.6,2233.64,2672.16,6503.32
1993,Chinook Salmon (Lower Columbia River ESU) - Sandy River Bright,5733.0,0.76,4357.08,3180.6,2233.64,2672.16
1994,Chinook Salmon (Lower Columbia River ESU) - Sandy River Bright,2420.0,0.76,1839.2,4357.08,3180.6,2233.64
1995,Chinook Salmon (Lower Columbia River ESU) - Sandy River Bright,4382.0,0.76,3330.32,1839.2,4357.08,3180.6
1996,Chinook Salmon (Lower Columbia River ESU) - Sandy River Bright,2119.0,0.76,1610.44,3330.32,1839.2,4357.08
1997,Chinook Salmon (Lower Columbia River ESU) - Sandy River Bright,8443.0,0.76,6416.68,1610.44,3330.32,1839.2
1998,Chinook Salmon (Lower Columbia River ESU) - Sandy River Bright,3251.0,0.76,2470.76,6416.68,1610.44,3330.32
1999,Chinook Salmon (Lower Columbia River ESU) - Sandy River Bright,1890.0,0.76,1436.4,2470.76,6416.68,1610.44
2000,Chinook Salmon (Lower Columbia River ESU) - Sandy River Bright,363.0,0.76,275.88,1436.4,2470.76,6416.68
2001,Chinook Salmon (Lower Columbia River ESU) - Sandy River Bright,3510.0,0.76,2667.6,275.88,1436.4,2470.76
2002,Chinook Salmon (Lower Columbia River ESU) - Sandy River Bright,5463.0,0.76,4151.88,2667.6,275.88,1436.4
2003,Chinook Salmon (Lower Columbia River ESU) - Sandy River Bright,3993.0,0.76,3034.68,4151.88,2667.6,275.88
2004,Chinook Salmon (Lower Columbia River ESU) - Sandy River Bright,2524.0,0.76,1918.24,3034.68,4151.88,2667.6
2005,Chinook Salmon (Lower Columbia River ESU) - Sandy River Bright,3998.0,0.76,3038.48,1918.24,3034.68,4151.88
2006,Chinook Salmon (Lower Columbia River ESU) - Sandy River Bright,5359.0,0.76,4072.84,3038.48,1918.24,3034.68
1981,Chinook Salmon (Lower Columbia River ESU) - Sandy River Spring-run,1089.0,0.34,370.26000000000005,4072.84,3038.48,1918.24
1982,Chinook Salmon (Lower Columbia River ESU) - Sandy River Spring-run,522.0,0.65,339.3,370.26000000000005,4072.84,3038.48
1983,Chinook Salmon (Lower Columbia River ESU) - Sandy River Spring-run,1837.0,0.48,881.76,339.3,370.26000000000005,4072.84
1984,Chinook Salmon (Lower Columbia River ESU) - Sandy River Spring-run,1211.0,0.48,581.28,881.76,339.3,370.26000000000005
1985,Chinook Salmon (Lower Columbia River ESU) - Sandy River Spring-run,561.0,0.48,269.28,581.28,881.76,339.3
1986,Chinook Salmon (Lower Columbia River ESU) - Sandy River Spring-run,702.0,0.36,252.72,269.28,581.28,881.76
1987,Chinook Salmon (Lower Columbia River ESU) - Sandy River Spring-run,1401.0,0.48,672.48,252.72,269.28,581.28
1988,Chinook Salmon (Lower Columbia River ESU) - Sandy River Spring-run,1940.0,0.48,931.1999999999999,672.48,252.72,269.28
1989,Chinook Salmon (Lower Columbia River ESU) - Sandy River Spring-run,1376.0,0.3,412.8,931.1999999999999,672.48,252.72
1990,Chinook Salmon (Lower Columbia River ESU) - Sandy River Spring-run,1557.0,0.37,576.09,412.8,931.1999999999999,672.48
1991,Chinook Salmon (Lower Columbia River ESU) - Sandy River Spring-run,1888.0,0.28,528.6400000000001,576.09,412.8,931.1999999999999
1992,Chinook Salmon (Lower Columbia River ESU) - Sandy River Spring-run,4451.0,0.28,1246.2800000000002,528.6400000000001,576.09,412.8
1993,Chinook Salmon (Lower Columbia River ESU) - Sandy River Spring-run,3429.0,0.28,960.1200000000001,1246.2800000000002,528.6400000000001,576.09
1994,Chinook Salmon (Lower Columbia River ESU) - Sandy River Spring-run,2309.0,0.28,646.5200000000001,960.1200000000001,1246.2800000000002,528.6400000000001
1995,Chinook Salmon (Lower Columbia River ESU) - Sandy River Spring-run,1503.0,0.28,420.84000000000003,646.5200000000001,960.1200000000001,1246.2800000000002
1996,Chinook Salmon (Lower Columbia River ESU) - Sandy River Spring-run,2561.0,0.27,691.47,420.84000000000003,646.5200000000001,960.1200000000001
1997,Chinook Salmon (Lower Columbia River ESU) - Sandy River Spring-run,3304.0,0.28,925.1200000000001,691.47,420.84000000000003,646.5200000000001
1998,Chinook Salmon (Lower Columbia River ESU) - Sandy River Spring-run,2612.0,0.27,705.24,925.1200000000001,691.47,420.84000000000003
1999,Chinook Salmon (Lower Columbia River ESU) - Sandy River Spring-run,2032.0,0.29,589.28,705.24,925.1200000000001,691.47
2000,Chinook Salmon (Lower Columbia River ESU) - Sandy River Spring-run,1986.0,0.28,556.08,589.28,705.24,925.1200000000001
2001,Chinook Salmon (Lower Columbia River ESU) - Sandy River Spring-run,2445.0,0.4,978.0,556.08,589.28,705.24
2002,Chinook Salmon (Lower Columbia River ESU) - Sandy River Spring-run,1262.0,0.82,1034.84,978.0,556.08,589.28
2003,Chinook Salmon (Lower Columbia River ESU) - Sandy River Spring-run,1197.0,0.88,1053.36,1034.84,978.0,556.08
2004,Chinook Salmon (Lower Columbia River ESU) - Sandy River Spring-run,2698.0,0.85,2293.2999999999997,1053.36,1034.84,978.0
2005,Chinook Salmon (Lower Columbia River ESU) - Sandy River Spring-run,1653.0,0.85,1405.05,2293.2999999999997,1053.36,1034.84
2006,Chinook Salmon (Lower Columbia River ESU) - Sandy River Spring-run,1349.0,0.9,1214.1000000000001,1405.05,2293.2999999999997,1053.36
2007,Chinook Salmon (Lower Columbia River ESU) - Sandy River Spring-run,1410.0,0.93,1311.3000000000002,1214.1000000000001,1405.05,2293.2999999999997
2008,Chinook Salmon (Lower Columbia River ESU) - Sandy River Spring-run,1698.0,0.92,1562.16,1311.3000000000002,1214.1000000000001,1405.05
1977,Chinook Salmon (Lower Columbia River ESU) - Washougal River Fall-run,1652.0,0.46,759.9200000000001,1562.16,1311.3000000000002,1214.1000000000001
1978,Chinook Salmon (Lower Columbia River ESU) - Washougal River Fall-run,593.0,0.46,272.78000000000003,759.9200000000001,1562.16,1311.3000000000002
1979,Chinook Salmon (Lower Columbia River ESU) - Washougal River Fall-run,2388.0,0.46,1098.48,272.78000000000003,759.9200000000001,1562.16
1980,Chinook Salmon (Lower Columbia River ESU) - Washougal River Fall-run,3437.0,0.46,1581.02,1098.48,272.78000000000003,759.9200000000001
1981,Chinook Salmon (Lower Columbia River ESU) - Washougal River Fall-run,1841.0,0.46,846.86,1581.02,1098.48,272.78000000000003
1982,Chinook Salmon (Lower Columbia River ESU) - Washougal River Fall-run,330.0,0.46,151.8,846.86,1581.02,1098.48
1983,Chinook Salmon (Lower Columbia River ESU) - Washougal River Fall-run,2677.0,0.46,1231.42,151.8,846.86,1581.02
1984,Chinook Salmon (Lower Columbia River ESU) - Washougal River Fall-run,1217.0,0.46,559.82,1231.42,151.8,846.86
1985,Chinook Salmon (Lower Columbia River ESU) - Washougal River Fall-run,1983.0,0.46,912.1800000000001,559.82,1231.42,151.8
1986,Chinook Salmon (Lower Columbia River ESU) - Washougal River Fall-run,1589.0,0.46,730.94,912.1800000000001,559.82,1231.42
1987,Chinook Salmon (Lower Columbia River ESU) - Washougal River Fall-run,3625.0,0.46,1667.5,730.94,912.1800000000001,559.82
1988,Chinook Salmon (Lower Columbia River ESU) - Washougal River Fall-run,3328.0,0.46,1530.88,1667.5,730.94,912.1800000000001
1989,Chinook Salmon (Lower Columbia River ESU) - Washougal River Fall-run,4578.0,0.46,2105.88,1530.88,1667.5,730.94
1990,Chinook Salmon (Lower Columbia River ESU) - Washougal River Fall-run,2205.0,0.46,1014.3000000000001,2105.88,1530.88,1667.5
1991,Chinook Salmon (Lower Columbia River ESU) - Washougal River Fall-run,3673.0,0.47,1726.31,1014.3000000000001,2105.88,1530.88
1992,Chinook Salmon (Lower Columbia River ESU) - Washougal River Fall-run,2399.0,0.76,1823.24,1726.31,1014.3000000000001,2105.88
1993,Chinook Salmon (Lower Columbia River ESU) - Washougal River Fall-run,3924.0,0.52,2040.48,1823.24,1726.31,1014.3000000000001
1994,Chinook Salmon (Lower Columbia River ESU) - Washougal River Fall-run,3888.0,0.7,2721.6,2040.48,1823.24,1726.31
1995,Chinook Salmon (Lower Columbia River ESU) - Washougal River Fall-run,3063.0,0.39,1194.57,2721.6,2040.48,1823.24
1996,Chinook Salmon (Lower Columbia River ESU) - Washougal River Fall-run,2921.0,0.17,496.57000000000005,1194.57,2721.6,2040.48
1997,Chinook Salmon (Lower Columbia River ESU) - Washougal River Fall-run,4669.0,0.12,560.28,496.57000000000005,1194.57,2721.6
1998,Chinook Salmon (Lower Columbia River ESU) - Washougal River Fall-run,2971.0,0.24,713.04,560.28,496.57000000000005,1194.57
1999,Chinook Salmon (Lower Columbia River ESU) - Washougal River Fall-run,3129.0,0.68,2127.7200000000003,713.04,560.28,496.57000000000005
2000,Chinook Salmon (Lower Columbia River ESU) - Washougal River Fall-run,2155.0,0.7,1508.5,2127.7200000000003,713.04,560.28
2001,Chinook Salmon (Lower Columbia River ESU) - Washougal River Fall-run,3901.0,0.43,1677.43,1508.5,2127.7200000000003,713.04
2002,Chinook Salmon (Lower Columbia River ESU) - Washougal River Fall-run,6050.0,0.47,2843.5,1677.43,1508.5,2127.7200000000003
2003,Chinook Salmon (Lower Columbia River ESU) - Washougal River Fall-run,3444.0,0.39,1343.16,2843.5,1677.43,1508.5
2004,Chinook Salmon (Lower Columbia River ESU) - Washougal River Fall-run,10597.0,0.25,2649.25,1343.16,2843.5,1677.43
2005,Chinook Salmon (Lower Columbia River ESU) - Washougal River Fall-run,2678.0,0.41,1097.98,2649.25,1343.16,2843.5
1974,Chinook Salmon (Lower Columbia River ESU) - Clatskanie River Fall-run,155.0,0.1,15.5,1097.98,2649.25,1343.16
1975,Chinook Salmon (Lower Columbia River ESU) - Clatskanie River Fall-run,408.0,0.1,40.800000000000004,15.5,1097.98,2649.25
1976,Chinook Salmon (Lower Columbia River ESU) - Clatskanie River Fall-run,355.0,0.1,35.5,40.800000000000004,15.5,1097.98
1977,Chinook Salmon (Lower Columbia River ESU) - Clatskanie River Fall-run,355.0,0.1,35.5,35.5,40.800000000000004,15.5
1978,Chinook Salmon (Lower Columbia River ESU) - Clatskanie River Fall-run,355.0,0.1,35.5,35.5,35.5,40.800000000000004
1979,Chinook Salmon (Lower Columbia River ESU) - Clatskanie River Fall-run,330.0,0.1,33.0,35.5,35.5,35.5
1980,Chinook Salmon (Lower Columbia River ESU) - Clatskanie River Fall-run,525.0,0.1,52.5,33.0,35.5,35.5
1981,Chinook Salmon (Lower Columbia River ESU) - Clatskanie River Fall-run,330.0,0.1,33.0,52.5,33.0,35.5
1982,Chinook Salmon (Lower Columbia River ESU) - Clatskanie River Fall-run,1050.0,0.1,105.0,33.0,52.5,33.0
1983,Chinook Salmon (Lower Columbia River ESU) - Clatskanie River Fall-run,330.0,0.1,33.0,105.0,33.0,52.5
1984,Chinook Salmon (Lower Columbia River ESU) - Clatskanie River Fall-run,253.0,0.1,25.3,33.0,105.0,33.0
1985,Chinook Salmon (Lower Columbia River ESU) - Clatskanie River Fall-run,175.0,0.1,17.5,25.3,33.0,105.0
1986,Chinook Salmon (Lower Columbia River ESU) - Clatskanie River Fall-run,330.0,0.1,33.0,17.5,25.3,33.0
1987,Chinook Salmon (Lower Columbia River ESU) - Clatskanie River Fall-run,777.0,0.1,77.7,33.0,17.5,25.3
1988,Chinook Salmon (Lower Columbia River ESU) - Clatskanie River Fall-run,447.0,0.1,44.7,77.7,33.0,17.5
1989,Chinook Salmon (Lower Columbia River ESU) - Clatskanie River Fall-run,641.0,0.1,64.10000000000001,44.7,77.7,33.0
1990,Chinook Salmon (Lower Columbia River ESU) - Clatskanie River Fall-run,175.0,0.1,17.5,64.10000000000001,44.7,77.7
1991,Chinook Salmon (Lower Columbia River ESU) - Clatskanie River Fall-run,287.0,0.1,28.700000000000003,17.5,64.10000000000001,44.7
1992,Chinook Salmon (Lower Columbia River ESU) - Clatskanie River Fall-run,287.0,0.1,28.700000000000003,28.700000000000003,17.5,64.10000000000001
1993,Chinook Salmon (Lower Columbia River ESU) - Clatskanie River Fall-run,287.0,0.1,28.700000000000003,28.700000000000003,28.700000000000003,17.5
1994,Chinook Salmon (Lower Columbia River ESU) - Clatskanie River Fall-run,136.0,0.1,13.600000000000001,28.700000000000003,28.700000000000003,28.700000000000003
1995,Chinook Salmon (Lower Columbia River ESU) - Clatskanie River Fall-run,194.0,0.1,19.400000000000002,13.600000000000001,28.700000000000003,28.700000000000003
1996,Chinook Salmon (Lower Columbia River ESU) - Clatskanie River Fall-run,1069.0,0.1,106.9,19.400000000000002,13.600000000000001,28.700000000000003
1997,Chinook Salmon (Lower Columbia River ESU) - Clatskanie River Fall-run,155.0,0.1,15.5,106.9,19.400000000000002,13.600000000000001
1998,Chinook Salmon (Lower Columbia River ESU) - Clatskanie River Fall-run,214.0,0.1,21.400000000000002,15.5,106.9,19.400000000000002
1999,Chinook Salmon (Lower Columbia River ESU) - Clatskanie River Fall-run,233.0,0.1,23.3,21.400000000000002,15.5,106.9
2000,Chinook Salmon (Lower Columbia River ESU) - Clatskanie River Fall-run,607.0,0.1,60.7,23.3,21.400000000000002,15.5
2001,Chinook Salmon (Lower Columbia River ESU) - Clatskanie River Fall-run,607.0,0.1,60.7,60.7,23.3,21.400000000000002
2002,Chinook Salmon (Lower Columbia River ESU) - Clatskanie River Fall-run,894.0,0.1,89.4,60.7,60.7,23.3
2003,Chinook Salmon (Lower Columbia River ESU) - Clatskanie River Fall-run,1088.0,0.1,108.80000000000001,89.4,60.7,60.7
2004,Chinook Salmon (Lower Columbia River ESU) - Clatskanie River Fall-run,401.0,0.1,40.1,108.80000000000001,89.4,60.7
2005,Chinook Salmon (Lower Columbia River ESU) - Clatskanie River Fall-run,370.0,0.1,37.0,40.1,108.80000000000001,89.4
2006,Chinook Salmon (Lower Columbia River ESU) - Clatskanie River Fall-run,212.0,0.1,21.200000000000003,37.0,40.1,108.80000000000001
1980,Chinook Salmon (Lower Columbia River ESU) - Elochoman River Fall-run,64.0,0.42,26.88,21.200000000000003,37.0,40.1
1981,Chinook Salmon (Lower Columbia River ESU) - Elochoman River Fall-run,138.0,0.42,57.96,26.88,21.200000000000003,37.0
1982,Chinook Salmon (Lower Columbia River ESU) - Elochoman River Fall-run,340.0,0.42,142.79999999999998,57.96,26.88,21.200000000000003
1983,Chinook Salmon (Lower Columbia River ESU) - Elochoman River Fall-run,1016.0,0.42,426.71999999999997,142.79999999999998,57.96,26.88
1984,Chinook Salmon (Lower Columbia River ESU) - Elochoman River Fall-run,294.0,0.42,123.47999999999999,426.71999999999997,142.79999999999998,57.96
1985,Chinook Salmon (Lower Columbia River ESU) - Elochoman River Fall-run,464.0,0.42,194.88,123.47999999999999,426.71999999999997,142.79999999999998
1986,Chinook Salmon (Lower Columbia River ESU) - Elochoman River Fall-run,918.0,0.42,385.56,194.88,123.47999999999999,426.71999999999997
1987,Chinook Salmon (Lower Columbia River ESU) - Elochoman River Fall-run,2458.0,0.42,1032.36,385.56,194.88,123.47999999999999
1988,Chinook Salmon (Lower Columbia River ESU) - Elochoman River Fall-run,1370.0,0.42,575.4,1032.36,385.56,194.88
1989,Chinook Salmon (Lower Columbia River ESU) - Elochoman River Fall-run,122.0,0.42,51.239999999999995,575.4,1032.36,385.56
1990,Chinook Salmon (Lower Columbia River ESU) - Elochoman River Fall-run,174.0,0.42,73.08,51.239999999999995,575.4,1032.36
1991,Chinook Salmon (Lower Columbia River ESU) - Elochoman River Fall-run,196.0,0.09,17.64,73.08,51.239999999999995,575.4
1992,Chinook Salmon (Lower Columbia River ESU) - Elochoman River Fall-run,190.0,1.0,190.0,17.64,73.08,51.239999999999995
1993,Chinook Salmon (Lower Columbia River ESU) - Elochoman River Fall-run,288.0,0.78,224.64000000000001,190.0,17.64,73.08
1994,Chinook Salmon (Lower Columbia River ESU) - Elochoman River Fall-run,706.0,0.98,691.88,224.64000000000001,190.0,17.64
